MODEL: COMPOUND 
N_ATTRIBUTES: 2 
N_OBJECTS: 399 
DATASET:
17.000000 9.600000 6
13.200000 19.200000 3
19.200000 18.800000 4
13.850000 12.400000 5
20.300000 10.050000 5
38.850000 22.400000 1
7.150000 19.900000 3
19.600000 6.250000 5
28.350000 18.250000 1
12.200000 7.000000 5
17.550000 12.100000 5
37.650000 8.400000 1
33.550000 16.600000 2
27.150000 7.850000 1
11.250000 11.850000 5
34.350000 14.200000 2
16.050000 9.350000 6
42.450000 17.450000 1
18.300000 11.650000 5
38.050000 18.100000 2
31.500000 15.850000 2
33.900000 17.200000 2
10.400000 19.550000 3
20.250000 7.050000 5
33.350000 18.150000 2
9.750000 9.800000 5
40.250000 18.450000 1
17.150000 12.650000 5
14.700000 6.900000 5
10.350000 10.200000 5
33.500000 15.600000 2
37.100000 18.500000 2
34.150000 22.350000 1
36.600000 18.700000 2
13.650000 6.250000 5
32.900000 14.700000 2
18.600000 12.000000 5
13.200000 7.550000 5
15.750000 19.450000 4
35.150000 18.050000 2
32.800000 18.900000 2
40.300000 15.500000 1
28.200000 13.950000 1
12.650000 7.950000 5
34.300000 16.800000 2
21.650000 9.650000 5
14.600000 11.800000 5
36.300000 15.250000 1
12.450000 22.300000 3
10.950000 19.100000 3
13.050000 11.100000 5
37.900000 16.850000 2
16.350000 16.900000 4
19.600000 8.050000 5
12.000000 11.500000 5
38.250000 16.350000 2
11.700000 10.550000 5
36.250000 18.200000 2
32.150000 15.800000 2
19.550000 7.050000 5
18.950000 19.300000 4
18.850000 18.900000 4
13.900000 16.700000 3
12.850000 9.050000 5
9.200000 20.800000 3
32.850000 19.550000 2
22.200000 17.150000 4
15.400000 12.450000 5
17.850000 19.500000 4
11.600000 20.950000 3
10.750000 9.000000 5
32.100000 16.850000 2
8.250000 16.650000 3
18.550000 19.200000 4
17.200000 15.900000 4
17.900000 17.000000 4
16.550000 7.100000 5
14.450000 18.350000 4
15.600000 9.450000 6
18.850000 11.450000 5
31.750000 15.400000 2
33.900000 15.950000 2
12.650000 7.300000 5
33.350000 16.050000 2
19.050000 7.450000 5
20.850000 6.850000 5
42.900000 11.250000 1
32.400000 19.150000 2
19.900000 10.600000 5
12.150000 20.000000 3
21.650000 7.800000 5
20.550000 7.550000 5
12.150000 9.100000 5
20.250000 17.200000 4
33.350000 17.050000 2
15.200000 11.950000 5
34.800000 12.250000 1
33.750000 17.750000 2
13.350000 6.850000 5
15.750000 18.250000 4
19.450000 9.750000 5
33.200000 19.200000 2
31.550000 21.100000 1
12.650000 17.650000 3
35.550000 22.500000 1
10.600000 11.600000 5
21.050000 8.000000 5
15.900000 9.000000 6
12.650000 11.650000 5
21.150000 9.350000 5
15.950000 20.750000 4
31.450000 15.100000 2
10.400000 10.900000 5
18.300000 7.100000 5
19.950000 8.850000 5
19.550000 20.550000 4
14.350000 7.550000 5
33.850000 18.250000 2
13.650000 7.750000 5
10.800000 19.600000 3
18.500000 19.900000 4
11.150000 9.800000 5
15.300000 9.150000 6
31.200000 16.350000 2
16.050000 9.650000 6
20.300000 8.200000 5
33.800000 14.500000 2
12.400000 10.100000 5
10.050000 15.900000 3
19.400000 8.700000 5
29.950000 9.850000 1
16.100000 13.100000 5
